"pegawai_id","nip","nama_lengkap","tempat_lahir","tanggal_lahir","jenis_kelamin","jenis_asn","agama_id","pendidikan_terakhir_id","instansi_id","jabatan_id","pangkat_id","tanggal_masuk","status_pegawai","alamat","created_at","updated_at"
6837,"197507272014050614",Tgk. Gina Sirait,Padang,1975-07-27,P,PNS,1,4,2,17,8,2014-05-25,Aktif,"Gg. Otto Iskandardinata No. 9, Pangkalpinang, NB 64604",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6838,"198710302013043350",Yuni Rajasa,Bogor,1987-10-30,L,PNS,1,5,15,18,2,2013-04-07,Aktif,"Gg. Erlangga No. 97, Salatiga, PB 81748",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6839,"199311182018086650",Tasnim Mahendra,Denpasar,1993-11-18,P,PNS,1,5,3,7,1,2018-08-08,Aktif,"Gang Tubagus Ismail No. 50, Dumai, Riau 08239",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6840,"200008072023093810",Dr. Endah Habibi,Palembang,2000-08-07,L,PNS,1,2,33,23,2,2023-09-08,Aktif,"Gang Joyoboyo No. 0, Batam, AC 32222",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6841,"199112142019106347",Eva Firgantoro,Cirebon,1991-12-14,P,PNS,1,5,27,18,6,2019-10-28,Aktif,"Gg. Pacuan Kuda No. 00, Serang, Kalimantan Tengah 84718",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6842,"196910061994023719",Drs. Kamaria Latupono,Denpasar,1969-10-06,P,PPPK,1,4,37,11,1,1994-02-02,Aktif,"Gang Suniaraja No. 255, Bima, PA 98845",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6843,"196608252018027891","Ir. Suci Hasanah, M.Pd",Jakarta,1966-08-25,P,PNS,2,4,22,21,10,2018-02-01,Pensiun,"Jalan Asia Afrika No. 34, Palembang, DKI Jakarta 18739",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6844,"198011102018118080",Ophelia Mahendra,Padang,1980-11-10,P,PNS,1,4,1,21,7,2018-11-17,Aktif,"Gang Kutai No. 166, Dumai, Bengkulu 91723",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6845,"199911302022079677",Kenes Natsir,Jakarta,1999-11-30,P,PNS,1,4,22,8,2,2022-07-26,Aktif,"Jl. Moch. Ramdan No. 12, Subulussalam, NB 04082",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6846,"200007162025114420","Ami Prasetyo, S.Ked",Malang,2000-07-16,P,PNS,1,4,6,21,2,2025-11-22,Aktif,"Gang Gedebage Selatan No. 390, Balikpapan, Jambi 89529",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6847,"199205102022052710","Alika Tamba, M.Kom.",Padang,1992-05-10,L,PPPK,1,4,18,5,5,2022-05-02,Aktif,"Gg. W.R. Supratman No. 76, Lhokseumawe, JK 44433",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6848,"199204042021122543","Lamar Zulaika, M.Ak",Bekasi,1992-04-04,L,PNS,1,4,24,7,6,2021-12-17,Aktif,"Jalan Moch. Ramdan No. 085, Tanjungbalai, Riau 42590",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6849,"198504152010100547","Nurul Salahudin, S.Gz",Jakarta,1985-04-15,P,PNS,1,5,37,7,2,2010-10-02,Aktif,"Gang Raya Setiabudhi No. 822, Palangkaraya, KU 55989",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6850,"196410031987051216",Dadi Sitorus,Padang,1964-10-03,L,PNS,1,4,43,10,2,1987-05-18,Aktif,"Jalan W.R. Supratman No. 1, Bogor, MU 33372",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6851,"196511161997047800",Puti Elisa Gunawan,Jakarta,1965-11-16,L,PPPK,1,5,46,1,8,1997-04-26,Pensiun,"Gang Sukajadi No. 334, Batam, ST 37612",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6852,"197410161999116932",Sari Agustina,Bogor,1974-10-16,L,PNS,1,4,17,1,1,1999-11-19,Aktif,"Gang Laswi No. 7, Palu, Kalimantan Utara 42025",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6853,"198301042010038165",Gada Anggraini,Malang,1983-01-04,L,PNS,1,4,5,16,5,2010-03-19,Aktif,"Gang H.J Maemunah No. 692, Singkawang, Riau 25775",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6854,"198005052012061593",Tgk. Drajat Thamrin,Bandung,1980-05-05,P,PNS,1,4,8,17,8,2012-06-03,Aktif,"Gg. Pasirkoja No. 016, Cimahi, SB 77456",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6855,"200107172025120910","Novi Handayani, S.Kom",Yogyakarta,2001-07-17,P,PNS,1,4,30,10,1,2025-12-02,Aktif,"Gg. Ahmad Dahlan No. 28, Tasikmalaya, KS 29113",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6856,"200011172023035336","Hesti Kuswandari, S.T.",Denpasar,2000-11-17,P,PNS,1,4,21,20,1,2023-03-02,Aktif,"Jalan Pelajar Pejuang No. 5, Banjar, PB 68759",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6857,"197310091998042546","Puti Patricia Pranowo, M.Ak",Cirebon,1973-10-09,P,PNS,3,4,35,2,2,1998-04-03,Aktif,"Jl. Gedebage Selatan No. 033, Kotamobagu, JK 67244",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6858,"200406052026013145","drg. Ganep Sihombing, S.Farm",Bogor,2004-06-05,L,PNS,1,4,46,19,1,2026-01-11,Aktif,"Jl. Suryakencana No. 14, Probolinggo, Aceh 20824",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6859,"200008252022065525",Jaswadi Prasasta,Bogor,2000-08-25,L,PNS,1,4,31,6,1,2022-06-09,Aktif,"Gg. Peta No. 17, Tual, Sulawesi Barat 03523",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6860,"197811152009127318",Tira Mangunsong,Yogyakarta,1978-11-15,P,PNS,1,4,32,16,5,2009-12-03,Aktif,"Jalan Sukabumi No. 87, Samarinda, Nusa Tenggara Timur 72216",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6861,"199905272026057313",Tiara Mangunsong,Medan,1999-05-27,L,PNS,1,4,13,14,5,2026-05-07,Aktif,"Jl. Rumah Sakit No. 41, Tanjungbalai, KT 21493",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6862,"199201152015010332",Gangsa Tampubolon,Depok,1992-01-15,L,PNS,1,4,18,10,2,2015-01-22,Aktif,"Jalan Rawamangun No. 3, Palopo, JI 09283",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6863,"198404142013088181",H. Wardaya Gunarto,Bandung,1984-04-14,L,PNS,1,4,47,2,6,2013-08-26,Aktif,"Jl. Laswi No. 71, Makassar, RI 76621",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6864,"199908222024041211",Kuncara Mulyani,Semarang,1999-08-22,P,PNS,4,4,24,15,1,2024-04-19,Aktif,"Gang Peta No. 7, Palembang, Banten 18188",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6865,"197109172017073055",drg. Puti Waskita,Tasikmalaya,1971-09-17,P,PNS,1,4,13,23,8,2017-07-06,Aktif,"Jl. Rajiman No. 316, Sawahlunto, KI 58172",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6866,"196510052018092453","Sabar Sudiati, M.M.",Makassar,1965-10-05,L,PNS,1,4,4,12,9,2018-09-21,Aktif,"Gang Pasir Koja No. 12, Sorong, JB 25978",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6867,"196712291989108078","Usman Thamrin, M.Kom.",Bekasi,1967-12-29,P,PPPK,1,4,23,2,2,1989-10-17,Aktif,"Jalan Rajiman No. 70, Langsa, Jawa Timur 86734",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6868,"198311252011114582","KH. Darmana Saragih, S.Gz",Yogyakarta,1983-11-25,L,PNS,1,5,17,9,6,2011-11-21,Aktif,"Gg. Kutai No. 943, Sibolga, KS 44298",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6869,"198706292016068265",Uchita Dongoran,Tasikmalaya,1987-06-29,P,PNS,1,4,1,23,5,2016-06-25,Aktif,"Jl. Raya Setiabudhi No. 6, Batam, Kalimantan Tengah 18612",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6870,"196507252016029720","Tgk. Elvin Waluyo, S.IP",Medan,1965-07-25,P,PNS,1,5,46,3,9,2016-02-01,Pensiun,"Gg. Medokan Ayu No. 6, Depok, RI 53430",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6871,"198507202018075080",Widya Farida,Yogyakarta,1985-07-20,L,PNS,1,5,45,6,7,2018-07-26,Aktif,"Jl. Kiaracondong No. 8, Surakarta, SU 40671",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6872,"200310182025028196",R. Pranawa Padmasari,Palembang,2003-10-18,L,PPPK,1,4,46,6,2,2025-02-02,Aktif,"Gang Jakarta No. 4, Tebingtinggi, Kalimantan Timur 18626",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6873,"197409132025016898",Kartika Wulandari,Padang,1974-09-13,P,PNS,1,5,19,15,9,2025-01-21,Aktif,"Gang Raya Ujungberung No. 9, Cirebon, Gorontalo 43518",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6874,"196502152019126570",Jono Maryati,Padang,1965-02-15,P,PNS,3,5,2,9,10,2019-12-05,Pensiun,"Jalan M.T Haryono No. 8, Jayapura, SN 36932",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6875,"199601292018092513",Dipa Pratama,Yogyakarta,1996-01-29,P,PNS,1,4,30,23,2,2018-09-15,Aktif,"Gg. Raya Setiabudhi No. 9, Kota Administrasi Jakarta Timur, BB 19611",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6876,"199810262020087190",Elisa Melani,Cirebon,1998-10-26,L,PNS,3,4,18,15,2,2020-08-19,Aktif,"Jl. Jayawijaya No. 9, Bontang, Kepulauan Riau 29523",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6877,"199610302018108494","Hardana Wacana, M.Pd",Medan,1996-10-30,L,PNS,1,5,42,22,1,2018-10-01,Aktif,"Jalan Ir. H. Djuanda No. 1, Subulussalam, SB 99022",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6878,"196406032015115552",drg. Timbul Yulianti,Bogor,1964-06-03,P,PNS,1,5,39,4,8,2015-11-07,Pensiun,"Jalan Ciumbuleuit No. 531, Sawahlunto, BT 57159",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6879,"197404212006085827","Dt. Digdaya Maulana, S.Pt",Surabaya,1974-04-21,P,PPPK,1,4,7,4,8,2006-08-12,Aktif,"Jalan Surapati No. 7, Tomohon, Kalimantan Utara 72736",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6880,"196511221992059673","Jasmani Utami, S.Psi",Makassar,1965-11-22,P,PNS,1,4,44,9,5,1992-05-16,Pensiun,"Jalan Kapten Muslihat No. 85, Cimahi, Sulawesi Barat 77531",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6881,"198709052009108606",Hj. Malika Habibi,Tasikmalaya,1987-09-05,L,PNS,1,4,34,6,1,2009-10-01,Aktif,"Gg. Kutisari Selatan No. 305, Ambon, BB 16529",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6882,"196907012010020308","Ir. Karen Pudjiastuti, S.Farm",Yogyakarta,1969-07-01,P,PNS,3,5,9,23,7,2010-02-24,Aktif,"Jalan Yos Sudarso No. 677, Kediri, PB 37274",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6883,"197011032021080642",Prima Halim,Palembang,1970-11-03,P,PNS,3,5,46,10,8,2021-08-25,Aktif,"Gang Suniaraja No. 9, Tanjungbalai, Bengkulu 87961",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6884,"197205031997061562",H. Dirja Susanti,Jakarta,1972-05-03,L,PNS,1,4,16,15,2,1997-06-06,Aktif,"Gang Kendalsari No. 4, Denpasar, Kalimantan Tengah 12026",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6885,"197204202011026357",Kayun Kusumo,Semarang,1972-04-20,P,PNS,1,4,13,19,8,2011-02-27,Aktif,"Jl. Ir. H. Djuanda No. 079, Sorong, JK 23220",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6886,"197107092007043145",Cawisono Nasyidah,Bekasi,1971-07-09,L,PNS,1,4,38,21,7,2007-04-18,Aktif,"Jalan Ciwastra No. 096, Kediri, SU 98565",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6887,"198201292009015368","Karsa Mangunsong, S.H.",Padang,1982-01-29,L,PNS,1,4,21,17,5,2009-01-18,Aktif,"Gang Jakarta No. 616, Palembang, JA 21244",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6888,"199305172025015694","R.A. Zamira Mandala, M.M.",Depok,1993-05-17,P,PNS,1,4,3,21,7,2025-01-01,Aktif,"Jalan Surapati No. 443, Palangkaraya, PB 29625",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6889,"197710272015111054",drg. Ifa Nugroho,Bandung,1977-10-27,L,PNS,1,5,21,19,7,2015-11-15,Aktif,"Gang Ciwastra No. 0, Singkawang, Sulawesi Utara 91466",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6890,"197711252023020490",Liman Astuti,Denpasar,1977-11-25,P,PPPK,1,4,40,16,9,2023-02-14,Aktif,"Gg. Suniaraja No. 50, Pekanbaru, Kalimantan Selatan 20354",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6891,"197206232005060414","R. Carla Nainggolan, S.E.I",Padang,1972-06-23,P,PNS,1,4,35,20,8,2005-06-05,Aktif,"Jl. Pasteur No. 432, Sorong, Bali 29435",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6892,"200212032025090395",Anastasia Hutapea,Bekasi,2002-12-03,L,PPPK,1,4,32,6,1,2025-09-05,Aktif,"Gang Pasirkoja No. 027, Gorontalo, Kepulauan Riau 73203",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6893,"198811302021118144",Syahrini Laksmiwati,Bogor,1988-11-30,L,PNS,1,4,8,2,8,2021-11-27,Aktif,"Gang Kendalsari No. 07, Cimahi, BB 20910",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6894,"199106172024039099",Galak Siregar,Bogor,1991-06-17,L,PNS,1,4,35,18,7,2024-03-13,Aktif,"Jl. Gardujati No. 6, Tasikmalaya, JB 38427",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6895,"198708312015013287","R. Bella Simbolon, S.Ked",Bandung,1987-08-31,P,PNS,1,5,6,2,6,2015-01-11,Aktif,"Jalan Bangka Raya No. 5, Gorontalo, BT 73189",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6896,"197501052011123441",Bagas Yolanda,Padang,1975-01-05,P,PPPK,1,4,38,7,8,2011-12-26,Aktif,"Gg. Jend. Sudirman No. 84, Madiun, SB 87962",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6897,"200212122025098171",Unjani Tarihoran,Makassar,2002-12-12,P,PNS,1,4,45,12,2,2025-09-28,Aktif,"Jalan Dr. Djunjunan No. 74, Semarang, SS 08257",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6898,"199502132021029956",Sutan Kadir Wulandari,Yogyakarta,1995-02-13,L,PPPK,1,4,21,4,2,2021-02-04,Aktif,"Jalan Pacuan Kuda No. 19, Batu, KI 23920",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6899,"198105252017022731","Nabila Melani, S.IP",Palembang,1981-05-25,L,PNS,1,4,46,8,8,2017-02-01,Aktif,"Jalan Kapten Muslihat No. 70, Tasikmalaya, BT 41395",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6900,"200007052025010467",Zalindra Mansur,Palembang,2000-07-05,L,PNS,1,4,20,16,1,2025-01-20,Aktif,"Gg. Rungkut Industri No. 349, Purwokerto, Jambi 38922",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6901,"197811272001108709","Sutan Gatot Ardianto, S.Psi",Bandung,1978-11-27,P,PPPK,1,5,3,2,1,2001-10-27,Aktif,"Jl. Gegerkalong Hilir No. 946, Lhokseumawe, RI 22913",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6902,"197605062004048278",Puti Karen Utami,Depok,1976-05-06,L,PNS,1,4,46,12,5,2004-04-04,Aktif,"Gang Setiabudhi No. 76, Depok, KR 17823",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6903,"196903152023093429","Tgk. Zulfa Simanjuntak, S.Gz",Malang,1969-03-15,P,PNS,2,4,2,19,10,2023-09-27,Aktif,"Jl. Pasir Koja No. 86, Bima, JB 07505",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6904,"198702242022107325",R.A. Widya Maryadi,Makassar,1987-02-24,L,PNS,1,2,8,10,8,2022-10-22,Aktif,"Gang Otto Iskandardinata No. 06, Bogor, Maluku 50762",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6905,"200205162024116639","R. Caraka Namaga, S.IP",Tasikmalaya,2002-05-16,P,PNS,1,4,38,21,1,2024-11-14,Aktif,"Jl. Antapani Lama No. 13, Batam, SN 87433",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6906,"200108092023057365",Padmi Yulianti,Semarang,2001-08-09,P,PNS,1,4,4,19,1,2023-05-18,Aktif,"Gg. Kutai No. 63, Serang, GO 97381",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6907,"198404082012029871",Kani Wijaya,Yogyakarta,1984-04-08,P,PNS,1,4,3,2,5,2012-02-08,Aktif,"Jl. Merdeka No. 71, Magelang, SS 83709",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6908,"199410032021114353","Yuliana Utami, S.Sos",Medan,1994-10-03,L,PNS,1,4,29,9,6,2021-11-25,Aktif,"Jalan Kapten Muslihat No. 236, Metro, Papua Barat 72421",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6909,"197905042007083750",Ozy Dongoran,Malang,1979-05-04,L,PNS,1,5,4,3,6,2007-08-27,Aktif,"Gang Veteran No. 387, Cilegon, Bali 32097",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6910,"198101242022095461",Ifa Anggraini,Bogor,1981-01-24,L,PPPK,1,4,23,16,7,2022-09-13,Aktif,"Gg. Dipenogoro No. 202, Sungai Penuh, Sulawesi Selatan 67431",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6911,"197908242006061080",drg. Nadia Budiman,Semarang,1979-08-24,L,PNS,1,4,1,10,6,2006-06-10,Aktif,"Jl. Astana Anyar No. 914, Padangpanjang, MA 26582",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6912,"200212302024123862","dr. Sakti Wasita, M.Farm",Padang,2002-12-30,P,PNS,1,4,30,9,2,2024-12-08,Aktif,"Jl. Raya Ujungberung No. 5, Ternate, LA 92440",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6913,"197309232007094809",Drs. Banara Lazuardi,Bogor,1973-09-23,L,PNS,1,4,9,6,7,2007-09-16,Aktif,"Gang Raya Ujungberung No. 2, Salatiga, SS 44882",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6914,"197811212016088793",Wadi Nababan,Padang,1978-11-21,P,PNS,1,5,1,10,7,2016-08-22,Aktif,"Jalan Gedebage Selatan No. 4, Singkawang, BB 62867",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6915,"197307162002123074",Bagas Dongoran,Cirebon,1973-07-16,L,PNS,1,4,34,1,6,2002-12-24,Aktif,"Jl. HOS. Cokroaminoto No. 775, Sorong, DKI Jakarta 08020",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6916,"197609102000095312","Ira Hakim, S.E.",Semarang,1976-09-10,P,PPPK,1,4,15,3,1,2000-09-13,Aktif,"Jl. Merdeka No. 65, Kota Administrasi Jakarta Timur, BT 53422",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6917,"197910102016094902",Rachel Lailasari,Palembang,1979-10-10,P,PNS,1,4,10,11,7,2016-09-05,Aktif,"Jl. Cikutra Timur No. 1, Kota Administrasi Jakarta Barat, BE 13716",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6918,"199004152025121730",Banawa Handayani,Surabaya,1990-04-15,P,PPPK,2,2,47,5,8,2025-12-03,Aktif,"Gg. Moch. Ramdan No. 03, Bukittinggi, Bali 99616",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6919,"199501222020080798",Zalindra Ramadan,Semarang,1995-01-22,L,PNS,2,4,34,12,1,2020-08-13,Aktif,"Jalan Jakarta No. 6, Bau-Bau, DI Yogyakarta 35702",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6920,"198512022021060878",Sadina Sinaga,Palembang,1985-12-02,L,PNS,1,4,39,4,7,2021-06-05,Aktif,"Gg. Cikapayang No. 7, Bogor, RI 61281",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6921,"198812032024109481",Lala Natsir,Makassar,1988-12-03,P,PPPK,1,4,44,7,7,2024-10-02,Aktif,"Gg. Cikutra Timur No. 477, Kota Administrasi Jakarta Utara, BT 43933",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6922,"197505142025097335",Irma Kuswandari,Palembang,1975-05-14,P,PNS,1,5,20,5,8,2025-09-02,Aktif,"Jl. Wonoayu No. 7, Mojokerto, BA 06088",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6923,"198203272018064728",Gandewa Pudjiastuti,Palembang,1982-03-27,L,PNS,1,6,9,13,8,2018-06-07,Aktif,"Gg. Ronggowarsito No. 184, Tual, GO 05250",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6924,"199209032021022974",Sutan Rangga Widodo,Bogor,1992-09-03,P,PNS,1,4,35,12,6,2021-02-24,Aktif,"Jalan Dr. Djunjunan No. 733, Tanjungbalai, SB 35106",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6925,"197510302023022913",Bakijan Januar,Medan,1975-10-30,L,PNS,1,4,47,10,8,2023-02-03,Aktif,"Jl. Ir. H. Djuanda No. 95, Kota Administrasi Jakarta Timur, KI 69448",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6926,"200307112025064891",Cemani Sihombing,Makassar,2003-07-11,P,PPPK,1,4,8,5,2,2025-06-26,Aktif,"Gang Raya Ujungberung No. 996, Kotamobagu, SG 85803",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6927,"198704152014109805",Karimah Lazuardi,Depok,1987-04-15,L,PNS,1,4,36,4,5,2014-10-03,Aktif,"Gg. Ir. H. Djuanda No. 442, Ternate, Kalimantan Selatan 35756",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6928,"200205122026018124",Hana Irawan,Yogyakarta,2002-05-12,L,PNS,1,2,34,19,1,2026-01-20,Aktif,"Gg. Indragiri No. 56, Madiun, Sulawesi Selatan 14288",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6929,"198210082018044407",Anita Siregar,Padang,1982-10-08,P,PNS,1,5,31,5,7,2018-04-03,Aktif,"Gg. Kebonjati No. 77, Kendari, NT 75359",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6930,"198208052013086545",Candrakanta Firmansyah,Makassar,1982-08-05,P,PNS,3,5,21,11,6,2013-08-20,Aktif,"Jalan Gegerkalong Hilir No. 9, Padang Sidempuan, ST 42150",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6931,"197707052021078288","R.M. Yahya Wijayanti, M.TI.",Tasikmalaya,1977-07-05,L,PNS,1,4,6,6,9,2021-07-06,Aktif,"Jalan Laswi No. 83, Kota Administrasi Jakarta Selatan, Sumatera Utara 92713",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6932,"197302262015062290",Tasdik Farida,Solo,1973-02-26,P,PNS,1,4,32,7,9,2015-06-12,Aktif,"Jalan Lembong No. 66, Sibolga, Banten 31772",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6933,"197806162007076423",Dt. Muni Usada,Denpasar,1978-06-16,L,PPPK,1,5,1,8,6,2007-07-11,Aktif,"Jl. M.H Thamrin No. 420, Bekasi, Maluku 60013",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6934,"197209212005063052",Puti Karen Hutapea,Bandung,1972-09-21,L,PNS,3,4,25,4,7,2005-06-12,Aktif,"Jl. Moch. Ramdan No. 66, Padang Sidempuan, PB 68143",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6935,"199910102025107871","Harja Pratama, M.TI.",Denpasar,1999-10-10,L,PPPK,2,4,38,21,1,2025-10-23,Aktif,"Gg. Ronggowarsito No. 0, Palopo, SB 27114",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6936,"197602232015027806",Ega Mansur,Semarang,1976-02-23,L,PNS,1,4,24,3,8,2015-02-02,Aktif,"Jl. Bangka Raya No. 7, Kota Administrasi Jakarta Timur, Papua Barat 66022",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6937,"199005092012040002",Endah Namaga,Bekasi,1990-05-09,P,PPPK,1,4,2,9,1,2012-04-13,Aktif,"Gg. PHH. Mustofa No. 0, Banjarmasin, DKI Jakarta 63676",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6938,"198810282016065785","Paris Tampubolon, S.Farm",Surabaya,1988-10-28,P,PNS,1,4,2,15,6,2016-06-08,Aktif,"Gg. Dipenogoro No. 59, Dumai, Nusa Tenggara Barat 03189",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6939,"199607172018086059",Cut Karen Oktaviani,Bekasi,1996-07-17,P,PNS,1,2,23,7,1,2018-08-01,Aktif,"Jl. Veteran No. 17, Tangerang Selatan, BB 42910",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6940,"199111292017091843",Salman Situmorang,Denpasar,1991-11-29,P,PNS,1,4,1,16,2,2017-09-04,Aktif,"Gang H.J Maemunah No. 43, Kota Administrasi Jakarta Pusat, BT 30180",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6941,"196808111990126315",Jamil Mangunsong,Jakarta,1968-08-11,P,PNS,1,4,42,2,2,1990-12-17,Aktif,"Gg. Monginsidi No. 86, Jambi, JA 07179",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6942,"197804142002103036","dr. Cinthia Haryanto, S.H.",Palembang,1978-04-14,L,PPPK,1,4,14,6,2,2002-10-20,Aktif,"Jl. Rajiman No. 345, Banda Aceh, Bali 38022",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6943,"197004142021049888",Candra Hidayat,Makassar,1970-04-14,P,PNS,1,5,4,4,9,2021-04-04,Aktif,"Jalan Medokan Ayu No. 308, Sabang, Gorontalo 44342",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6944,"197003201994057748","R. Galih Widiastuti, M.Kom.",Padang,1970-03-20,P,PNS,1,5,3,18,2,1994-05-13,Aktif,"Gang S. Parman No. 26, Tangerang, Kalimantan Selatan 45032",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
6945,"200206022026062184",Saka Hasanah,Solo,2002-06-02,P,PPPK,1,2,29,5,2,2026-06-05,Aktif,"Gang Waringin No. 32, Mojokerto, JI 30771",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
